name,birthyear,language,lat,lng,gender,interests
Holly Taylor,1941,German,46.18396,6.10237,f,castles
Amber Mitchell,1952,German,46.18396,6.10237,f,cats
Morgan Jacobs,1939,German,47.30997,8.52462,f,castles;knitting
Cynthia Taylor,1939,French,47.30997,8.52462,f,knitting
Kevin Davis,1946,German,46.18396,6.10237,m,swim
Lisa Chavez,1942,French,46.18396,6.10237,f,gardening
Carol Holt,1951,French,46.18396,6.10237,f,jazz
April Rivas,1940,French,47.30997,8.52462,f,jazz;castles
Joshua Allen,1934,French,47.30997,8.52462,m,castles;gardening
Melissa Boyd,1929,German,47.30997,8.52462,f,knitting
Elizabeth Taylor MD,1935,German,46.18396,6.10237,f,gardening
Amanda Ray,1942,German,47.30997,8.52462,f,knitting
Michelle Green,1937,German,46.18396,6.10237,f,dogs
Suzanne Henderson,1928,German,47.30997,8.52462,f,children;gardening
Nicole Nelson,1943,German,46.18396,6.10237,f,gardening
Robert Stewart,1948,German,46.18396,6.10237,m,gardening
Ms. Adrienne Mathews MD,1934,German,46.18396,6.10237,f,gardening
Benjamin Mejia,1952,French,46.18396,6.10237,m,dogs;knitting
Ronnie Humphrey,1943,German,47.30997,8.52462,m,dogs
Mark Ray,1935,French,47.30997,8.52462,m,dogs;gardening
Alexandra Gillespie,1934,German,47.30997,8.52462,f,swim
Nathan Baker,1931,German,46.18396,6.10237,m,jazz;gardening
James Nicholson,1948,French,47.30997,8.52462,m,jazz;knitting
Jesse Eaton,1934,French,46.18396,6.10237,m,knitting
Jonathan Mcdowell,1928,German,46.18396,6.10237,m,children;gardening
Kenneth Smith,1943,French,46.18396,6.10237,m,swim
Matthew Cole,1928,German,46.18396,6.10237,m,children;jazz;swim
Rachael Davis,1940,German,47.30997,8.52462,f,cats;knitting
Tracey Strong,1950,French,47.30997,8.52462,f,jazz;gardening
Joyce Kim,1940,German,46.18396,6.10237,f,castles;gardening
Catherine Williamson,1933,German,46.18396,6.10237,f,jazz
David Jenkins,1945,French,46.18396,6.10237,m,jazz;knitting
Wesley Simon,1936,French,46.18396,6.10237,m,dogs;jazz
Deanna Smith,1950,French,46.18396,6.10237,f,swim
Dr. Elizabeth Baker,1941,German,47.30997,8.52462,f,children
John Garcia,1940,French,47.30997,8.52462,m,castles
Gregory Wallace,1946,German,46.18396,6.10237,m,children
John Baker,1940,French,47.30997,8.52462,m,knitting
Marcus Kim,1947,German,46.18396,6.10237,m,knitting
James Murray,1951,French,46.18396,6.10237,m,children;swim
Tammy Hall,1935,French,46.18396,6.10237,f,knitting
James Liu,1933,French,47.30997,8.52462,m,swim
Tiffany Kennedy,1945,German,46.18396,6.10237,f,jazz;knitting
Adam Daniel,1932,German,46.18396,6.10237,m,swim
Leah Turner,1948,German,46.18396,6.10237,f,cats;swim
Melissa Perry,1939,French,47.30997,8.52462,f,children;castles
Robin Walsh,1930,French,47.30997,8.52462,f,children;swim
Richard Campbell,1935,French,46.18396,6.10237,m,children;knitting
Ryan Valencia,1934,German,47.30997,8.52462,m,knitting
Katherine Taylor,1940,German,46.18396,6.10237,f,knitting
Tonya Baldwin,1937,French,46.18396,6.10237,f,castles
Tanya Patel,1951,French,47.30997,8.52462,f,dogs;knitting
Kelly Gordon,1941,German,46.18396,6.10237,f,castles
Matthew Davis,1946,German,46.18396,6.10237,m,knitting;swim
Alexis Jones,1929,German,46.18396,6.10237,f,swim
Joshua Snyder,1935,French,46.18396,6.10237,m,knitting
Dr. Carol Smith,1932,German,46.18396,6.10237,f,jazz;castles
Joseph Rice,1928,French,47.30997,8.52462,m,swim
Brandon Meyer,1931,German,47.30997,8.52462,m,swim
Ellen Moss DDS,1939,German,47.30997,8.52462,f,dogs
Joseph Bray,1940,German,46.18396,6.10237,m,children
Peggy Howard,1937,German,46.18396,6.10237,f,swim
Billy Green,1930,German,47.30997,8.52462,m,castles;swim
Alexis Wilson,1935,German,46.18396,6.10237,f,gardening
Rebecca Gonzalez,1944,German,47.30997,8.52462,f,dogs;swim
Kristin Williams,1943,German,47.30997,8.52462,f,gardening
Jasmin Zimmerman,1934,French,46.18396,6.10237,f,dogs;castles
Christine Anderson,1952,German,46.18396,6.10237,f,cats;swim
Stacy Hall,1945,German,46.18396,6.10237,f,swim
Andrea Cunningham,1945,German,47.30997,8.52462,f,jazz
Mackenzie Simmons,1938,French,46.18396,6.10237,f,cats;swim
Elizabeth Davis,1942,French,46.18396,6.10237,f,dogs
Michael Haas,1929,German,46.18396,6.10237,m,castles
Paul Neal,1928,French,46.18396,6.10237,m,jazz;swim
Kelly Mcintosh,1942,German,46.18396,6.10237,f,children
Jennifer Taylor,1940,German,46.18396,6.10237,f,dogs;jazz;gardening;knitting
Carolyn Gomez,1946,French,46.18396,6.10237,f,jazz;knitting
Amanda Stephens,1930,French,47.30997,8.52462,f,knitting
Faith Liu,1941,French,46.18396,6.10237,f,cats;castles
Erika Beard,1936,German,46.18396,6.10237,f,dogs;castles;gardening;knitting
Tiffany Reed,1930,German,47.30997,8.52462,f,gardening
Maria Ochoa,1947,French,47.30997,8.52462,f,knitting
Brad Holmes,1950,French,47.30997,8.52462,m,cats;jazz;swim
Brandon Lopez,1942,German,47.30997,8.52462,m,dogs
Casey Ross,1929,German,46.18396,6.10237,m,gardening
Brittany Willis,1947,French,47.30997,8.52462,f,dogs
Rebecca Coleman,1940,German,46.18396,6.10237,f,swim
Amber Harmon,1949,French,47.30997,8.52462,f,jazz;gardening
Sean Kerr,1937,German,47.30997,8.52462,m,cats;swim
Ms. Sara Hill,1935,French,47.30997,8.52462,f,jazz;gardening
Matthew Norton,1943,German,47.30997,8.52462,m,gardening
Kristen Johnson,1939,French,46.18396,6.10237,f,knitting;swim
David Chan,1929,French,47.30997,8.52462,m,jazz
Cory Norton,1948,German,47.30997,8.52462,m,knitting
James Mathis,1942,German,46.18396,6.10237,m,children
Omar Bass,1934,French,47.30997,8.52462,m,jazz;knitting;swim
Oscar Curry,1936,German,46.18396,6.10237,m,jazz;gardening
Mr. Brian Reese,1950,German,47.30997,8.52462,m,dogs;swim
Daniel Smith,1940,French,46.18396,6.10237,m,knitting
Lauren Bryan,1931,German,47.30997,8.52462,f,castles;swim
William Jones,1928,French,47.30997,8.52462,m,knitting
Patricia Alvarez,1934,French,46.18396,6.10237,f,dogs;castles;gardening
Lauren Ramirez,1932,French,47.30997,8.52462,f,jazz;castles;knitting
Jose Richardson,1937,French,46.18396,6.10237,m,cats;castles
Victoria Small,1935,German,47.30997,8.52462,f,children;jazz
Rodney Leach,1935,German,46.18396,6.10237,m,children;jazz
Cindy Ellis,1929,German,47.30997,8.52462,f,knitting
Michelle Harmon,1952,German,47.30997,8.52462,f,knitting
George Hernandez,1930,French,46.18396,6.10237,m,knitting
Edward Brock,1934,German,46.18396,6.10237,m,swim
Carolyn Powers,1933,French,46.18396,6.10237,f,castles
Mr. Devon Perez MD,1948,French,46.18396,6.10237,m,dogs;castles
Christina Miller,1936,French,46.18396,6.10237,f,swim
Matthew Hudson,1942,German,47.30997,8.52462,m,cats
Kathryn Taylor,1942,French,46.18396,6.10237,f,castles
Lawrence Jones,1945,German,46.18396,6.10237,m,dogs;knitting
Lisa Robbins,1937,French,46.18396,6.10237,f,children;jazz;knitting
Dale Vance,1940,French,47.30997,8.52462,m,cats;children
Ricardo Guzman,1941,French,47.30997,8.52462,m,jazz;swim
Melissa Perkins,1951,French,46.18396,6.10237,f,gardening
Kayla Foster,1947,German,47.30997,8.52462,f,castles
Hannah Christian,1938,German,46.18396,6.10237,f,dogs;jazz
Donna Jennings,1943,French,47.30997,8.52462,f,dogs;swim
Cory Anderson,1932,French,47.30997,8.52462,m,gardening
Timothy Johnson,1931,German,46.18396,6.10237,m,children;knitting
Zachary Maddox,1940,German,46.18396,6.10237,m,dogs
Marvin Hoover,1935,German,47.30997,8.52462,m,knitting
Melissa Martin,1945,German,46.18396,6.10237,f,jazz;castles
Karen Patel,1949,French,47.30997,8.52462,f,cats;castles;gardening;knitting
Derrick Anderson,1933,French,46.18396,6.10237,m,cats;knitting
Sarah Peterson,1933,French,47.30997,8.52462,f,gardening
John Hernandez,1935,German,46.18396,6.10237,m,dogs;knitting
Carlos Fletcher,1943,German,46.18396,6.10237,m,castles;knitting
Paul Gibson,1937,German,46.18396,6.10237,m,castles
Sarah Gutierrez,1933,German,46.18396,6.10237,f,gardening
Kimberly Brown,1950,German,47.30997,8.52462,f,knitting
Denise Chavez,1942,German,46.18396,6.10237,f,knitting
Vincent Pham,1950,German,47.30997,8.52462,m,cats;gardening
Jose Maxwell,1944,French,46.18396,6.10237,m,cats;children;castles;gardening
Jeffrey Booth,1928,German,46.18396,6.10237,m,gardening
Sarah Bailey,1952,German,46.18396,6.10237,f,knitting
Amy Davis,1933,German,47.30997,8.52462,f,jazz
Annette Morris,1941,German,46.18396,6.10237,f,dogs;knitting
Kimberly Wilson,1950,French,47.30997,8.52462,f,swim
Keith Wilson,1938,French,46.18396,6.10237,m,jazz;gardening
Seth Perez,1943,German,46.18396,6.10237,m,gardening
Eric Caldwell,1946,French,46.18396,6.10237,m,cats;dogs;swim
Gary Wilson,1946,French,46.18396,6.10237,m,swim
Jamie Gomez,1948,German,46.18396,6.10237,f,jazz;swim
Susan Silva,1952,German,47.30997,8.52462,f,castles;knitting
Mr. William Clark,1933,German,46.18396,6.10237,m,swim
Brian Johnson,1934,German,47.30997,8.52462,m,castles
Jennifer Henderson,1934,French,47.30997,8.52462,f,swim
Tamara Combs,1932,German,46.18396,6.10237,f,children;swim
Douglas Schneider,1948,German,46.18396,6.10237,m,knitting
Tonya Romero,1953,German,47.30997,8.52462,f,castles;knitting;swim
Jorge Carpenter,1929,French,46.18396,6.10237,m,jazz
Amanda Payne,1933,French,46.18396,6.10237,f,children;jazz;castles
Amanda Cook,1932,German,46.18396,6.10237,f,knitting
Tony David,1930,French,47.30997,8.52462,m,cats;jazz;castles;gardening
Timothy Hurst,1930,French,46.18396,6.10237,m,cats;knitting
Jose King,1941,German,47.30997,8.52462,m,knitting
Jordan Terry,1952,French,47.30997,8.52462,f,dogs;children
Edward Simpson,1945,French,47.30997,8.52462,m,jazz
Paul Smith,1943,German,47.30997,8.52462,m,gardening
Kara Pena,1929,German,47.30997,8.52462,f,castles
Charles Burton,1948,German,47.30997,8.52462,m,cats;jazz
John Hoffman,1936,German,46.18396,6.10237,m,knitting
Chloe Young,1940,German,46.18396,6.10237,f,children;gardening
Courtney Foster,1935,French,46.18396,6.10237,f,castles
Lydia Conway,1946,German,46.18396,6.10237,f,gardening
Michael Hull,1951,French,47.30997,8.52462,m,gardening
Christina Freeman,1940,German,46.18396,6.10237,f,knitting
Wendy Salinas,1946,French,46.18396,6.10237,f,knitting
Melissa Hill,1934,German,47.30997,8.52462,f,knitting
Caleb Lam,1948,German,46.18396,6.10237,m,children
Destiny Owen,1932,French,47.30997,8.52462,f,knitting
Steven Lee,1928,German,47.30997,8.52462,m,gardening
Tracey Proctor,1931,German,46.18396,6.10237,f,jazz;knitting
Anna Lee,1934,German,47.30997,8.52462,f,swim
Christine Kent,1933,French,46.18396,6.10237,f,cats;dogs
Kayla Lewis,1948,German,47.30997,8.52462,f,knitting
Alyssa Clark,1951,French,46.18396,6.10237,f,cats;knitting
Ashley Grant,1932,German,47.30997,8.52462,f,knitting
Casey Fernandez,1942,French,47.30997,8.52462,f,dogs;children;castles;swim
Samantha Hopkins,1950,German,47.30997,8.52462,f,gardening
Jonathan Frazier,1949,French,47.30997,8.52462,m,jazz
Jennifer Lindsey,1941,French,46.18396,6.10237,f,jazz
Leah Brown,1944,French,46.18396,6.10237,f,swim
Joseph Harvey,1942,German,46.18396,6.10237,m,gardening;knitting
Leah Rivera,1945,French,47.30997,8.52462,f,jazz
Erika Campbell,1939,French,46.18396,6.10237,f,jazz
Martha Wang,1952,French,47.30997,8.52462,f,children;castles
Kristen Lambert,1952,French,47.30997,8.52462,f,swim
Michael Pearson,1939,French,46.18396,6.10237,m,gardening;knitting
Shaun Rogers,1945,German,46.18396,6.10237,m,swim
Alex Ingram,1948,German,46.18396,6.10237,m,gardening
Alicia Johnston,1938,German,47.30997,8.52462,f,gardening
Brandon Spencer,1932,French,47.30997,8.52462,m,knitting
William Brown,1934,French,47.30997,8.52462,m,gardening
Hannah Herrera,1936,German,47.30997,8.52462,f,swim
Rodney Drake,1944,German,47.30997,8.52462,m,castles
Sarah Garcia,1936,French,47.30997,8.52462,f,castles
Jeffery Roberts,1949,German,46.18396,6.10237,m,cats;castles;swim
Rachel Myers,1930,German,47.30997,8.52462,f,cats;knitting
Kevin Barrera,1930,French,46.18396,6.10237,m,swim
Melissa Sutton,1952,German,46.18396,6.10237,f,castles;swim
Ian Smith,1934,French,47.30997,8.52462,m,swim
Brandon Swanson,1945,French,46.18396,6.10237,m,dogs;swim
Miranda Moss,1952,German,46.18396,6.10237,f,dogs;knitting
Sarah Harper,1939,French,47.30997,8.52462,f,swim
Albert Parker,1952,German,47.30997,8.52462,m,castles
Kevin Adams,1946,French,46.18396,6.10237,m,castles
Patricia Banks,1934,German,47.30997,8.52462,f,jazz;castles;gardening;swim
Michelle Williams,1934,German,46.18396,6.10237,f,jazz
Omar Hunt,1928,French,46.18396,6.10237,m,jazz;castles
Laura Molina,1936,French,47.30997,8.52462,f,knitting
Calvin Harrington,1951,German,46.18396,6.10237,m,children;castles;gardening;knitting
Jacob Salinas,1950,German,46.18396,6.10237,m,swim
Faith Hoffman,1931,German,46.18396,6.10237,f,children;castles
Melissa Hernandez,1952,German,46.18396,6.10237,f,swim
Melissa Thornton,1935,French,46.18396,6.10237,f,castles;swim
Austin Davis,1929,French,47.30997,8.52462,m,swim
Sarah Rose,1938,German,46.18396,6.10237,f,gardening
Jennifer Greene,1940,French,47.30997,8.52462,f,gardening
Terry Davis,1948,German,47.30997,8.52462,m,dogs;jazz
Joshua Cooper,1942,German,46.18396,6.10237,m,children
Robert Weber,1952,French,46.18396,6.10237,m,children;knitting
Jay Hernandez,1932,French,46.18396,6.10237,m,cats;children
Gabrielle Sloan,1941,French,46.18396,6.10237,f,gardening
Janet Castillo,1941,German,47.30997,8.52462,f,gardening
Amy Salazar,1943,German,47.30997,8.52462,f,dogs;jazz
Hannah Martin,1933,German,46.18396,6.10237,f,castles;swim
Willie Kane,1933,German,47.30997,8.52462,m,jazz
James Floyd,1946,German,47.30997,8.52462,m,dogs;jazz
Yesenia Allen,1939,German,46.18396,6.10237,f,cats;castles
Kimberly Wiggins,1934,German,46.18396,6.10237,f,jazz;castles;knitting;swim
Nancy Guerra,1928,German,47.30997,8.52462,f,cats;jazz
Brian Lewis,1936,German,46.18396,6.10237,m,children;castles
Amanda Nguyen,1948,German,46.18396,6.10237,f,gardening
Sarah Martinez,1943,French,46.18396,6.10237,f,dogs;children;castles;gardening
April Wilcox,1948,German,46.18396,6.10237,f,castles;knitting
Leslie Thomas,1945,French,46.18396,6.10237,f,dogs;swim
Mary Riley,1949,French,47.30997,8.52462,f,swim
Beverly Simmons,1943,German,47.30997,8.52462,f,castles
Tracy Carter,1936,German,47.30997,8.52462,m,cats;knitting
Joshua Moore,1946,German,47.30997,8.52462,m,cats;dogs;children
Amber Powell,1947,French,46.18396,6.10237,f,knitting
Mrs. Shelby Brown,1945,German,47.30997,8.52462,f,children
Sonya Ward,1943,French,47.30997,8.52462,f,children;knitting
Yesenia Hamilton,1936,French,47.30997,8.52462,f,dogs
Bradley Anderson,1929,French,46.18396,6.10237,m,dogs;jazz
Mary Vega,1937,French,47.30997,8.52462,f,swim
Katherine Cain,1953,French,47.30997,8.52462,f,cats;castles
Andrew Ramirez,1928,French,47.30997,8.52462,m,jazz;swim
Amy Frank,1951,French,46.18396,6.10237,f,cats;castles;swim
James Nichols,1953,French,46.18396,6.10237,m,children;knitting
Evan Kim,1941,French,47.30997,8.52462,m,castles
Sean Pineda,1938,German,47.30997,8.52462,m,swim
Justin Brennan,1943,French,46.18396,6.10237,m,swim
Alison Howard,1936,French,46.18396,6.10237,f,children
Victoria Gonzalez,1933,French,46.18396,6.10237,f,swim
Carl Gray,1934,French,46.18396,6.10237,m,children
Douglas Kim,1930,French,47.30997,8.52462,m,dogs;children;knitting
Keith Coffey,1948,French,46.18396,6.10237,m,dogs;children;swim
Aaron Houston,1950,German,46.18396,6.10237,m,children;knitting
Gabrielle Ware,1930,German,46.18396,6.10237,f,children
Timothy Simmons,1950,French,46.18396,6.10237,m,castles
Jessica Spencer,1935,French,46.18396,6.10237,f,knitting
Douglas May,1942,French,47.30997,8.52462,m,gardening
Steven Russell,1932,French,46.18396,6.10237,m,jazz;swim
Warren Knapp,1934,French,46.18396,6.10237,m,gardening
Julia Davis,1933,French,46.18396,6.10237,f,swim
Jessica Parrish,1946,French,46.18396,6.10237,f,knitting
Amanda Jones,1928,German,47.30997,8.52462,f,jazz
Karen Maldonado,1934,German,46.18396,6.10237,f,knitting
Alexis Anthony,1928,German,47.30997,8.52462,f,castles
Nicole Allen,1930,French,47.30997,8.52462,f,jazz
Anthony Lopez,1944,German,47.30997,8.52462,m,cats;jazz;castles;knitting
Tracey Hanson,1938,German,47.30997,8.52462,f,cats;dogs;knitting
Austin Leonard,1936,French,46.18396,6.10237,m,jazz
Aaron Taylor,1943,French,47.30997,8.52462,m,swim
Kimberly Rodriguez,1943,French,47.30997,8.52462,f,gardening;knitting
Joe Martin,1936,French,46.18396,6.10237,m,gardening
Timothy Young,1943,German,46.18396,6.10237,m,jazz;swim
Christopher Barrett,1949,French,46.18396,6.10237,m,dogs
Scott Wallace,1937,German,47.30997,8.52462,m,jazz
Jessica Charles,1931,German,46.18396,6.10237,f,children
Alexander Haney,1930,French,46.18396,6.10237,m,dogs;knitting
Emily Adams,1952,German,47.30997,8.52462,f,children;gardening;swim
Gabrielle Roberts,1945,German,46.18396,6.10237,f,cats;swim
Erin Barnes,1937,German,47.30997,8.52462,f,dogs;castles
Charles Montes,1947,German,46.18396,6.10237,m,swim
Donald Johnson,1946,French,47.30997,8.52462,m,jazz;castles;knitting
Desiree Thomas,1949,French,46.18396,6.10237,f,knitting
Michael Bautista,1951,French,47.30997,8.52462,m,cats;dogs
James Burgess,1935,German,47.30997,8.52462,m,children;swim
Jeffrey Hodge,1948,German,46.18396,6.10237,m,knitting
Daniel Freeman,1934,German,47.30997,8.52462,m,gardening
Lisa Jensen,1937,French,47.30997,8.52462,f,children;jazz;gardening;knitting
John Potter,1937,German,47.30997,8.52462,m,jazz;knitting
Robert Compton,1939,German,46.18396,6.10237,m,jazz
Erica Mueller,1951,French,46.18396,6.10237,f,children
Kendra Dixon,1935,French,46.18396,6.10237,f,cats
John Cowan,1936,French,46.18396,6.10237,m,swim
Eric Wilson,1938,French,46.18396,6.10237,m,jazz;knitting
Lawrence Cummings,1942,German,47.30997,8.52462,m,dogs;gardening
David Burgess,1933,French,47.30997,8.52462,m,castles
Bernard Mayo,1934,German,47.30997,8.52462,m,jazz;swim
John Thomas,1936,German,47.30997,8.52462,m,knitting
John Brown,1943,French,46.18396,6.10237,m,dogs;children;swim
John Warren,1951,German,47.30997,8.52462,m,cats;swim
Richard Mercado,1935,German,47.30997,8.52462,m,cats
Victoria Young,1941,German,46.18396,6.10237,f,swim
Christopher Ortiz,1928,German,47.30997,8.52462,m,gardening
Michael Harris,1942,French,46.18396,6.10237,m,cats;dogs;children
Lisa Thomas,1940,French,47.30997,8.52462,f,dogs
Brian Payne,1944,French,46.18396,6.10237,m,children;swim
Brenda Bernard,1929,German,46.18396,6.10237,f,castles;gardening
Heather Martinez,1941,French,47.30997,8.52462,f,knitting
Marvin Burke,1947,German,47.30997,8.52462,m,castles;swim
Tiffany Ellis,1938,German,46.18396,6.10237,f,children
Yesenia Moore,1949,French,46.18396,6.10237,f,cats;gardening
Meagan Gibson,1933,French,46.18396,6.10237,f,castles;gardening
Lindsay Welch MD,1934,French,47.30997,8.52462,f,castles
Emily Morgan,1940,French,47.30997,8.52462,f,swim
Ryan Hahn,1943,French,46.18396,6.10237,m,swim
Tony Garcia,1930,German,46.18396,6.10237,m,children;gardening
Catherine Mayer,1928,German,46.18396,6.10237,f,children;castles;knitting
Gabriel Hall,1939,German,47.30997,8.52462,m,dogs;children
Hannah Young,1948,French,47.30997,8.52462,f,gardening
Michele Mccormick,1939,French,47.30997,8.52462,f,castles
Lindsay Hernandez,1943,German,47.30997,8.52462,f,knitting
Roberta Yates,1947,German,47.30997,8.52462,f,cats;knitting
James Hampton,1952,German,47.30997,8.52462,m,swim
Anthony Murphy,1933,German,46.18396,6.10237,m,knitting
Erin Nelson,1953,German,47.30997,8.52462,f,cats;knitting
Marissa Wu,1936,French,46.18396,6.10237,f,cats;gardening
Manuel Martin,1928,German,47.30997,8.52462,m,jazz
Jessica Dean,1949,French,46.18396,6.10237,f,castles
Renee Morales,1949,German,47.30997,8.52462,f,jazz;knitting
Ricky Moore,1931,German,46.18396,6.10237,m,knitting
Jennifer Cox,1939,French,47.30997,8.52462,f,children;knitting
Tony Morris,1943,German,46.18396,6.10237,m,swim
Ronnie Huffman,1947,German,46.18396,6.10237,m,jazz
Brittany Smith,1935,French,47.30997,8.52462,f,dogs;castles;swim
Antonio Glass,1946,German,46.18396,6.10237,m,castles
Misty Mcfarland,1946,German,47.30997,8.52462,f,castles;gardening;knitting;swim
Kimberly Armstrong,1950,German,46.18396,6.10237,f,gardening;knitting
Debra Watson,1937,German,46.18396,6.10237,f,cats
Gary Tucker,1937,German,46.18396,6.10237,m,gardening
Nichole White,1939,French,46.18396,6.10237,f,cats;castles;knitting
Elijah Waller,1952,French,47.30997,8.52462,m,jazz;castles
Steven Weaver,1937,French,46.18396,6.10237,m,castles
Robin Collins,1948,French,47.30997,8.52462,f,children;swim
Robert Jones,1942,French,47.30997,8.52462,m,jazz;castles;swim
Eric Johnson,1935,German,47.30997,8.52462,m,cats;swim
John Hernandez,1936,German,47.30997,8.52462,m,cats;dogs;castles;swim
Robert Martin,1951,German,46.18396,6.10237,m,swim
Crystal Davis,1945,German,46.18396,6.10237,f,castles
Mr. Michael Nguyen,1946,French,47.30997,8.52462,m,children;castles
Michelle Mason,1938,German,46.18396,6.10237,f,dogs
Michael Watts,1947,French,47.30997,8.52462,m,cats;jazz;castles
Christine Elliott,1942,French,46.18396,6.10237,f,children
Jill Larson,1941,German,46.18396,6.10237,f,swim
Elizabeth Berger,1932,French,46.18396,6.10237,f,swim
Justin Nelson,1953,German,46.18396,6.10237,m,cats;jazz;swim
Margaret Spencer,1942,French,47.30997,8.52462,f,jazz;castles
Kyle Mckee,1942,French,46.18396,6.10237,m,castles;knitting;swim
Stephen Carney,1942,German,47.30997,8.52462,m,gardening;swim
Alisha Floyd,1944,German,47.30997,8.52462,f,castles
Heather King,1950,German,47.30997,8.52462,f,cats;swim
Nancy Ferguson,1952,German,46.18396,6.10237,f,swim
Jill Yates,1933,French,46.18396,6.10237,f,dogs;knitting
Mercedes Brown,1943,German,47.30997,8.52462,f,jazz
Sandra Luna,1930,French,46.18396,6.10237,f,castles
Sandra Costa,1935,French,46.18396,6.10237,f,jazz;castles;swim
Rachel Nguyen,1938,German,46.18396,6.10237,f,cats
Mrs. Amber Keith,1951,German,47.30997,8.52462,f,gardening
Sarah Haley,1930,German,46.18396,6.10237,f,jazz
Joy Rodgers,1941,French,47.30997,8.52462,f,children;jazz;swim
Gloria Lopez,1929,German,46.18396,6.10237,f,knitting
Donald Miller,1936,French,46.18396,6.10237,m,knitting;swim
Michael Banks,1930,French,46.18396,6.10237,m,cats;castles;swim
Keith Rivera,1938,French,46.18396,6.10237,m,cats;jazz
Justin King,1951,German,47.30997,8.52462,m,gardening
Rebekah Murphy,1948,French,47.30997,8.52462,f,jazz;knitting
Adrian Bailey,1932,German,46.18396,6.10237,m,gardening
Heather Rivas,1928,French,46.18396,6.10237,f,dogs
Vanessa Macdonald,1937,German,46.18396,6.10237,f,knitting;swim
Thomas Carroll,1929,French,47.30997,8.52462,m,cats;dogs;jazz;gardening
Stephen Robertson,1933,French,46.18396,6.10237,m,cats;gardening
Anna Alvarado,1947,French,47.30997,8.52462,f,cats;dogs;jazz
Michael Esparza,1951,French,47.30997,8.52462,m,dogs
Brandon Frank,1935,German,47.30997,8.52462,m,swim
Alan Mckay,1940,French,47.30997,8.52462,m,knitting
Jacob Munoz,1928,German,46.18396,6.10237,m,children
Robert Anderson,1940,German,47.30997,8.52462,m,swim
Timothy Taylor,1951,French,46.18396,6.10237,m,castles;knitting
Alexander Wood,1937,French,47.30997,8.52462,m,cats;children;jazz;castles;swim
Kenneth Mitchell,1934,German,47.30997,8.52462,m,swim
Jorge Kelley,1951,French,46.18396,6.10237,m,gardening
Christy Rocha,1945,French,46.18396,6.10237,f,castles;swim
Carol Rivera,1940,German,47.30997,8.52462,f,castles;gardening
Sabrina Sanchez,1937,German,46.18396,6.10237,f,jazz
David George DVM,1952,German,47.30997,8.52462,m,jazz
Michael Franco,1939,German,46.18396,6.10237,m,knitting
Dan White,1931,German,46.18396,6.10237,m,knitting
Vickie Murray,1937,French,47.30997,8.52462,f,jazz;gardening
Robin Howard,1929,French,46.18396,6.10237,f,cats;dogs;swim
Abigail Weaver,1941,French,46.18396,6.10237,f,knitting
Ann Romero,1937,German,46.18396,6.10237,f,children;castles;knitting
Mary Barrera,1951,German,47.30997,8.52462,f,gardening;knitting
Caroline Chavez,1940,French,47.30997,8.52462,f,castles
Brandon Barnes,1932,German,46.18396,6.10237,m,children
Ashley Maynard,1942,German,46.18396,6.10237,f,cats;children;gardening;swim
Alvin Greene,1944,German,47.30997,8.52462,m,castles
Linda Smith,1936,German,47.30997,8.52462,f,castles
Carol Carr,1942,German,46.18396,6.10237,f,children
Philip Mccullough,1952,German,47.30997,8.52462,m,swim
Shawn Scott,1932,German,46.18396,6.10237,m,gardening
Cheryl Smith,1945,German,47.30997,8.52462,f,children;gardening
Deborah Abbott,1928,German,46.18396,6.10237,f,gardening
Megan Sanchez,1951,French,46.18396,6.10237,f,jazz
Michelle Johnson,1941,German,47.30997,8.52462,f,knitting
Heather Campbell,1947,German,46.18396,6.10237,f,jazz;gardening
Amanda Johnston,1949,French,47.30997,8.52462,f,swim
Jesse Owen,1940,French,46.18396,6.10237,m,gardening
Robert Patrick,1939,German,46.18396,6.10237,m,castles;swim
Michael Ortiz,1928,German,47.30997,8.52462,m,jazz;swim
Krista Everett,1938,French,46.18396,6.10237,f,children;castles;knitting
Andrew Olson,1938,German,46.18396,6.10237,m,gardening
Diane Johnson,1929,German,47.30997,8.52462,f,castles;knitting
Christy Thompson,1942,French,47.30997,8.52462,f,cats;gardening;knitting
John Murray,1931,German,46.18396,6.10237,m,cats;knitting
Brian Miller,1950,French,46.18396,6.10237,m,jazz;knitting
Michael Wise,1933,German,47.30997,8.52462,m,knitting
Sheryl Reed,1944,German,47.30997,8.52462,f,children;jazz;swim
Ernest Zimmerman,1929,French,47.30997,8.52462,m,swim
Kimberly Griffith,1936,German,46.18396,6.10237,f,jazz;knitting
Alicia Fox,1935,French,47.30997,8.52462,f,castles;knitting
Alex Terrell,1950,German,46.18396,6.10237,m,children;swim
Selena Aguilar,1951,French,47.30997,8.52462,f,jazz;knitting
Andrea Curtis,1950,German,47.30997,8.52462,f,swim
Laura Walton,1947,German,46.18396,6.10237,f,castles
Kristen Clark,1938,French,47.30997,8.52462,f,castles
Raymond Gibson,1936,French,46.18396,6.10237,m,children
Melissa Williams,1937,French,47.30997,8.52462,f,castles
Andrew Woods,1930,German,46.18396,6.10237,m,knitting
Shaun Parks,1948,French,46.18396,6.10237,m,jazz
Kristy Gomez,1941,German,46.18396,6.10237,f,jazz
Jay Duke,1930,French,46.18396,6.10237,m,castles;swim
Rebecca Smith,1933,German,46.18396,6.10237,f,jazz
